,BGGId,Name,Description,NumUserRatings,ImagePath,NumOwned,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Rank:boardgame
37,115,I'm the Boss!,user reviewthe investor card shuffle deal face player investor card deal player set aside influence card deck shuffle player deal card face player investor alphabetical order go player starting playerrsquo right place dollar marker space game boardeach space game board represent potential deal investor approve deal number dividend pay investorson onersquos turn player open negotiation deal dollar marker rest roll sixside die player roll die dollar marker advanced clockwise game board count available deal space dollar marker rest player try negotiate deal draw influence card draw card playerrsquo hand exceed player choose card discard limitshould player choose deal player negotiate player player represent investor divide money stake number dividend write space multiply value share write deal tile player use influence card affect outcome dealbull     clan card act place investor investor play notbull     travel card investor play negotiation specific give investor wild play investorbull     recruitment card play set steal playerrsquos investor ownbull     boss card player control negotiationsbull     stop card immediately stop effect travel recruitment boss influence cardsthe player pay bank deal strike game board space cover deal tile effectively close space game play dollar marker move open space play continue playeronce deal die roll subsequent deal determine game end odd increase time victory go big bankroll,3599,https://cf.geekdo-images.com/apSWtxrC9oG-rBSg0Gheag__original/img/4zCcHZDn_4rIy8rVIODW_vWRC5w=/0x0/filters:format(jpeg)/pic130807.jpg,4041,1994,1.9682,6.78158,3,6,60,12,1339
38,116,Guillotine,french revolution famous use guillotine noble death macabre subject light card game   executioner pander masse player try behead popular noble   day noble line player turn kill one line noble go   player give card manipulate line order right harvesting make game interesting   day worth chop high total carry day,19871,https://cf.geekdo-images.com/9gdaUHNTcgv8RhFhG0kzBw__original/img/uJQubpcCxCE4G1pmM8akyrLAVRY=/0x0/filters:format(jpeg)/pic143139.jpg,28882,1998,1.2675,6.53333,2,5,30,12,1226
39,118,Modern Art,buy sell painting lucrative business   different artist produce bunch painting player task buyer seller hopefully make profit role   put painting hand auction turn   get money player buy pay bank buy   round painting value number painting type sell   broker cash round winnerpart knizia auction trilogy,17950,https://cf.geekdo-images.com/wLto-xaabHwKQe_Bc4iD1Q__original/img/s3Gai8XBTVfWFFlYpL4XF3kIlWU=/0x0/filters:format(png)/pic3458036.png,22288,1992,2.2995,7.43439,3,5,45,10,220
40,119,Kingdoms,auf heller und pfennig take participant medieval marketplace look remarkably like plain matrix square tile turn player place tile board modify positively negatively money shop share tile row column time board fill tile shop money earn player money winsin kingdom englishlanguage version auf heller und pfennig player try collect gold establish castle rich region realm avoid hazard like dragon swamp troll   edition include detailed plastic castle streamlined rulebook addition wizard tilemdashone increase rank adjacent castle multiply scoresmdashpreviously available game conventionsreimplemente      beowulf movie board game,4732,https://cf.geekdo-images.com/mnFrmXAtwpcpP-5BtlxdZw__original/img/_jR608AkeGxVJBlFG-SUzy4Mycs=/0x0/filters:format(png)/pic1097403.png,6155,1994,1.8297,6.64355,2,4,45,9,1399
41,120,Hoity Toity,bored english nobleman free time   accord spiel des jahre   winner klaus teuber like collect old junk show   player buy steal piece junk form card try form large old collection   build rockpaperscissor mechanism game give player couple choice turn   trick guess opponent likely plan choice accordinglymdashonly everyone decision reveal know certain right onenote hoity toity uberplay       player       spionage gamprrr       player,5019,https://cf.geekdo-images.com/hOby2j2vNp7CJSySwmczyA__original/img/DXeknF0pb8Bi3IzOE2A3-j384LI=/0x0/filters:format(jpeg)/pic38466.jpg,7634,1990,1.8669,6.52246,2,6,45,12,1606
42,121,Dune,set thousand year future dune board game base frank herbert novel arid planet heart human space empire political machinationsdesigne creator eon cosmic encounter fame contend game well describe cosmic encounter set dune universe game bear little common actual mechanism goal set space like cosmic encounter game generate player interaction negotiation bluffingplayer role faction attempt control dune faction special power overlook certain rule game turn player map attempt pick valuable spice deal giant sandworm deadly storm player military force delicate political balance form faction prevent strong challenge territory combat take form hide bid additional treachery card uncertaintythe game conclude faction allied faction able control certain number stronghold planetnote descartes edition dune include duel expansion spice harvest expansion landsraad variant avalon hills general magazine additional character disk provide ah,5591,https://cf.geekdo-images.com/BU8s0uY97Hle4mqUOj8f1g__original/img/GJp5GfzIdwzPgQDXxpBjCPRP_K8=/0x0/filters:format(jpeg)/pic279251.jpg,6468,1979,3.4504,7.61516,2,6,180,12,346
43,122,Quo Vadis?,interesting departure normally computationalheavy game structure reiner knizia negotiation game   player represent board group politician move network committee need seek support competitor advance upward senate   support opponent gain prestige need quantity end game   senate position fill game player politician senate eligible win   player prestige win,2173,https://cf.geekdo-images.com/AyOfO7atmdQP23YZikTO3A__original/img/pjnoS2mrcfQsQ4AEN3nHhCtlp2I=/0x0/filters:format(jpeg)/pic3008003.jpg,2834,1991,2.0816,6.46065,3,5,45,12,2326
44,124,Primordial Soup,primordial soup player control species primitive quotamoeboidquot organism specie form ecosystem feed excreta win player guide evolution specie increase population sophistication geneseach round consist phase firstly organism drift power feed environment undergo random change change direction drift force organism gene specie buy new gene reproduce point organism die finally specie score repeat species get   point environment card exhaustedthe possible gene include gene enhanced control movement efficient metabolism efficient reproduction attack defenceexpande     primordial soup freshly spice,4588,https://cf.geekdo-images.com/92He_gRx-E9sZLJwP6lsgA__original/img/qNhNoko5aTtSNK7T3A7XonECNN8=/0x0/filters:format(jpeg)/pic294731.jpg,5426,1997,2.7309,6.93839,3,4,90,12,992
45,125,Money!,object reiner knizia card game collect type currency possible   player bid card hand exchange lot card order determine high value card   card rendition currency world,2752,https://cf.geekdo-images.com/zhocaVrbBmHJ-QX4TtTVmw__original/img/gbZgPgrNLWYJtYimZR9H3EYeFDw=/0x0/filters:format(jpeg)/pic1664515.jpg,3778,1999,1.5493,6.52763,3,5,30,10,1992
46,128,Take it Easy!,difficult succinctly describe game look picture easy true multiplayer solitaire player individually complete hexagonshape board spot   hexagon tile s limit number player ve get set hand person caller draw tile randomly tell   tile feature colorednumbered line cross direction number     quotthe quot example player choose spot board hell play   repeat board filledthe idea complete samenumbere line board scoring calculate multiply number tile number tile complete line complete column s worth   examplebut lot player hope s fill big column middletake easy compare bingo familiar pattern number call everybody look card play score line complete s far comparison go   bingo sheer luck easy game skill,2847,https://cf.geekdo-images.com/4uhHaI4jH-S9SqQ3s9dIrw__original/img/E9x2aqIuUK-msNMWo5UA8Ae_xLo=/0x0/filters:format(jpeg)/pic3108440.jpg,3860,1983,1.4817,6.61315,1,8,20,10,1813
